employee_id,simulation_day,event_sequence,total_events,login_count,logout_count,auth_failure_rate,max_failed_login_streak,country_change_count,location_change_count,unique_device_count,unique_location_count,resource_entropy,device_entropy,after_hours_event_count,download_size_mb_sum,mass_download_event_count,vpn_usage_ratio,burst_max_5min,active_duration_hours,file_access_ratio,night_event_count,application_access_count,file_access_count,demo_kind,attack_scenario,median_idle_gap_sec
EMP-257,2026-03-09,DEVICE_CONNECT|LOGIN|VPN_CONNECT|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|MEETING_JOIN|BREAK_START|BREAK_END|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|RESOURCE_ACCESS|VPN_DISCONNECT|LOGOUT,30,1,1,0.015,0,0,1,1,1,0.4668,0.15,0,5.7637,0,0.35,4.5041,8.2259,0.0,0,12,2,normal,,
EMP-258,2026-03-09,DEVICE_CONNECT|LOGIN|VPN_CONNECT|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|BREAK_START|BREAK_END|MEETING_JOIN|EMAIL_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|FILE_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|APPLICATION_ACCESS|FILE_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|VPN_DISCONNECT|LOGOUT,31,1,1,0.02,0,0,1,1,1,0.5088,0.15,0,5.1001,0,0.35,4.4351,8.6365,0.06451612903225806,0,17,2,normal,,
EMP-259,2026-03-09,DEVICE_CONNECT|LOGIN|VPN_CONNECT|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|VPN_DISCONNECT|LOGOUT,23,1,1,0.01,0,0,1,1,1,0.5846,0.15,0,8.3255,0,0.35,2.8174,7.859,0.0,0,16,2,normal,,
EMP-260,2026-03-10,DEVICE_CONNECT|LOGIN|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|FILE_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|FILE_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|EMAIL_ACCESS|APPLICATION_ACCESS|LOGOUT,29,1,1,0.015,0,0,1,1,1,0.6355,0.15,0,8.8424,0,0.05,4.0059,8.0904,0.06896551724137931,0,14,2,normal,,
EMP-261,2026-03-09,DEVICE_CONNECT|LOGIN|VPN_CONNECT|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|VPN_DISCONNECT|LOGOUT,28,1,1,0.02,0,0,1,1,1,0.4099,0.15,0,4.2344,0,0.35,4.6604,8.1112,0.0,0,17,2,normal,,
EMP-262,2026-03-10,DEVICE_CONNECT|LOGIN|RESOURCE_ACCESS|MEETING_JOIN|MEETING_JOIN|RESOURCE_ACCESS|EMAIL_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|EMAIL_ACCESS|MEETING_JOIN|MEETING_JOIN|RESOURCE_ACCESS|RESOURCE_ACCESS|EMAIL_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|EMAIL_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|MEETING_JOIN|RESOURCE_ACCESS|EMAIL_ACCESS|RESOURCE_ACCESS|LOGOUT,37,1,1,0.01,0,0,1,1,1,0.5464,0.15,0,4.0153,0,0.05,2.4052,7.7032,0.0,0,3,2,normal,,
EMP-263,2026-03-06,DEVICE_CONNECT|LOGIN|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|LOGOUT,29,1,1,0.015,0,0,1,1,1,0.5924,0.15,0,7.2614,0,0.05,3.9697,8.281,0.0,0,15,2,normal,,
EMP-264,2026-03-07,DEVICE_CONNECT|LOGIN|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|LOGOUT,26,1,1,0.02,0,0,1,1,1,0.5685,0.15,0,7.5206,0,0.05,5.4017,8.1859,0.0,0,14,2,normal,,
EMP-265,2026-03-08,DEVICE_CONNECT|LOGIN|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|MEETING_JOIN|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|FILE_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|LOGOUT,26,1,1,0.01,0,0,1,1,1,0.4424,0.15,0,8.0428,0,0.05,3.3137,7.4261,0.038461538461538464,0,14,2,normal,,
EMP-266,2026-03-08,DEVICE_CONNECT|LOGIN|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|APPLICATION_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|MEETING_JOIN|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|FILE_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|LOGOUT,29,1,1,0.015,0,0,1,1,1,0.4624,0.15,0,2.8309,0,0.05,4.3147,7.7087,0.034482758620689655,0,17,2,normal,,
EMP-267,2026-03-08,DEVICE_CONNECT|LOGIN|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|BREAK_START|BREAK_END|FILE_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|FILE_ACCESS|FILE_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|LOGOUT,34,1,1,0.02,0,0,1,1,1,0.5557,0.15,0,3.6218,0,0.05,4.5389,8.3625,0.08823529411764706,0,18,3,normal,,
EMP-268,2026-03-09,DEVICE_CONNECT|LOGIN|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|BREAK_START|BREAK_END|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|LOGOUT,36,1,1,0.01,0,0,1,1,1,0.5957,0.15,0,6.7085,0,0.05,3.4093,7.6496,0.0,0,24,2,normal,,
EMP-269,2026-03-10,DEVICE_CONNECT|LOGIN|VPN_CONNECT|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|VPN_DISCONNECT|LOGOUT,36,1,1,0.015,0,0,1,1,1,0.4554,0.15,0,6.3718,0,0.35,3.6265,8.2843,0.0,0,25,2,normal,,
EMP-270,2026-03-10,DEVICE_CONNECT|LOGIN|VPN_CONNECT|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|VPN_DISCONNECT|LOGOUT,27,1,1,0.02,0,0,1,1,1,0.5395,0.15,0,8.9073,0,0.35,4.8409,8.8513,0.0,0,19,2,normal,,
EMP-271,2026-03-10,DEVICE_CONNECT|LOGIN|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|FILE_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|FILE_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|FILE_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|FILE_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|LOGOUT,35,1,1,0.01,0,0,1,1,1,0.5999,0.15,0,3.9749,0,0.05,2.9257,7.1841,0.11428571428571428,0,16,4,normal,,
EMP-272,2026-03-09,DEVICE_CONNECT|LOGIN|VPN_CONNECT|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|BREAK_START|BREAK_END|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|VPN_DISCONNECT|LOGOUT,30,1,1,0.015,0,0,1,1,1,0.5619,0.15,0,4.6844,0,0.35,4.5731,8.156,0.0,0,18,2,normal,,
EMP-273,2026-03-07,DEVICE_CONNECT|LOGIN|VPN_CONNECT|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|MEETING_JOIN|EMAIL_ACCESS|APPLICATION_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|VPN_DISCONNECT|LOGOUT,28,1,1,0.02,0,0,1,1,1,0.4065,0.15,0,7.4256,0,0.35,5.114,8.3709,0.0,0,15,2,normal,,
EMP-274,2026-03-06,DEVICE_CONNECT|LOGIN|VPN_CONNECT|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|VPN_DISCONNECT|LOGOUT,30,1,1,0.01,0,0,1,1,1,0.4623,0.15,0,8.0143,0,0.35,2.7342,7.6802,0.0,0,19,2,normal,,
EMP-275,2026-03-08,DEVICE_CONNECT|LOGIN|VPN_CONNECT|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|VPN_DISCONNECT|LOGOUT,23,1,1,0.015,0,0,1,1,1,0.5594,0.15,0,8.7689,0,0.35,4.5319,8.2408,0.0,0,15,2,normal,,
EMP-276,2026-03-08,DEVICE_CONNECT|LOGIN|VPN_CONNECT|RESOURCE_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|RESOURCE_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|BREAK_START|BREAK_END|RESOURCE_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|MEETING_JOIN|RESOURCE_ACCESS|EMAIL_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|VPN_DISCONNECT|LOGOUT,39,1,1,0.02,0,0,1,1,1,0.5976,0.15,0,4.3095,0,0.35,4.9814,8.4236,0.0,0,12,2,normal,,
EMP-277,2026-03-09,DEVICE_CONNECT|LOGIN|VPN_CONNECT|MEETING_JOIN|APPLICATION_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|RESOURCE_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|MEETING_JOIN|BREAK_START|BREAK_END|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|EMAIL_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|VPN_DISCONNECT|LOGOUT,32,1,1,0.01,0,0,1,1,1,0.4147,0.15,0,4.8639,0,0.35,2.9872,7.1978,0.0,0,12,2,normal,,
EMP-278,2026-03-10,DEVICE_CONNECT|LOGIN|VPN_CONNECT|RESOURCE_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|MEETING_JOIN|APPLICATION_ACCESS|APPLICATION_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|EMAIL_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|RESOURCE_ACCESS|RESOURCE_ACCESS|VPN_DISCONNECT|LOGOUT,27,1,1,0.015,0,0,1,1,1,0.5128,0.15,0,4.9038,0,0.35,3.4634,7.6797,0.0,0,8,2,normal,,
EMP-279,2026-03-08,DEVICE_CONNECT|LOGIN|VPN_CONNECT|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|VPN_DISCONNECT|LOGOUT,32,1,1,0.02,0,0,1,1,1,0.5498,0.15,0,5.5802,0,0.35,5.1255,8.2433,0.0,0,20,2,normal,,
EMP-280,2026-03-06,DEVICE_CONNECT|LOGIN|VPN_CONNECT|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|BREAK_START|BREAK_END|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|VPN_DISCONNECT|LOGOUT,29,1,1,0.01,0,0,1,1,1,0.5653,0.15,0,8.3659,0,0.35,2.4918,7.1771,0.0,0,20,2,normal,,
EMP-281,2026-03-07,DEVICE_CONNECT|LOGIN|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|MEETING_JOIN|RESOURCE_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|BREAK_START|BREAK_END|EMAIL_ACCESS|APPLICATION_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|RESOURCE_ACCESS|MEETING_JOIN|MEETING_JOIN|MEETING_JOIN|MEETING_JOIN|LOGOUT,31,1,1,0.015,0,0,1,1,1,0.4768,0.15,0,4.8782,0,0.05,4.1945,7.7615,0.0,0,8,2,normal,,
EMP-282,2026-03-10,DEVICE_CONNECT|LOGIN|VPN_CONNECT|RESOURCE_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|EMAIL_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|MEETING_JOIN|RESOURCE_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|MEETING_JOIN|RESOURCE_ACCESS|EMAIL_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|BREAK_START|BREAK_END|RESOURCE_ACCESS|APPLICATION_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|RESOURCE_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|EMAIL_ACCESS|RESOURCE_ACCESS|MEETING_JOIN|RESOURCE_ACCESS|RESOURCE_ACCESS|VPN_DISCONNECT|LOGOUT,39,1,1,0.02,0,0,1,1,1,0.5005,0.15,0,5.1273,0,0.35,5.0486,8.7476,0.0,0,4,2,normal,,
EMP-283,2026-03-07,DEVICE_CONNECT|LOGIN|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|EMAIL_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|LOGOUT,21,1,1,0.01,0,0,1,1,1,0.5953,0.15,0,4.5948,0,0.05,3.4979,7.4443,0.0,0,11,2,normal,,
EMP-284,2026-03-09,DEVICE_CONNECT|LOGIN|RESOURCE_ACCESS|APPLICATION_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|EMAIL_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|APPLICATION_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|BREAK_START|BREAK_END|RESOURCE_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|RESOURCE_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|MEETING_JOIN|RESOURCE_ACCESS|RESOURCE_ACCESS|EMAIL_ACCESS|LOGOUT,29,1,1,0.015,0,0,1,1,1,0.595,0.15,0,8.0586,0,0.05,3.4432,7.954,0.0,0,7,2,normal,,
EMP-285,2026-03-07,DEVICE_CONNECT|LOGIN|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|BREAK_START|BREAK_END|MEETING_JOIN|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|LOGOUT,26,1,1,0.02,0,0,1,1,1,0.4557,0.15,0,9.0811,0,0.05,5.2473,8.3424,0.0,0,14,2,normal,,
EMP-286,2026-03-06,DEVICE_CONNECT|LOGIN|VPN_CONNECT|APPLICATION_ACCESS|APPLICATION_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|RESOURCE_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|RESOURCE_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|RESOURCE_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|EMAIL_ACCESS|RESOURCE_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|RESOURCE_ACCESS|EMAIL_ACCESS|VPN_DISCONNECT|LOGOUT,37,1,1,0.01,0,0,1,1,1,0.4931,0.15,0,3.4374,0,0.35,3.3168,7.4113,0.0,0,10,2,normal,,
EMP-287,2026-03-07,DEVICE_CONNECT|LOGIN|VPN_CONNECT|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|VPN_DISCONNECT|LOGOUT,36,1,1,0.015,0,0,1,1,1,0.5675,0.15,0,5.4802,0,0.35,4.0867,8.1483,0.0,0,25,2,normal,,
